Experiment Name,Specimen Name,Well Name,singlets(chlorophyll) Parent Name,singlets(chlorophyll) #Events,singlets(chlorophyll) %Parent,singlets(chlorophyll) %Total,singlets(chlorophyll) FSC-A Median,singlets(chlorophyll) SSC-A Median,singlets(chlorophyll) PerCP-Cy5-5-A Median,chlo_count Parent Name,chlo_count #Events,chlo_count %Parent,chlo_count %Total,chlo_count FSC-A Median,chlo_count SSC-A Median,chlo_count PerCP-Cy5-5-A Median,sphero beads Parent Name,sphero beads #Events,sphero beads %Parent,sphero beads %Total,sphero beads FSC-A Median,sphero beads SSC-A Median,sphero beads PerCP-Cy5-5-A Median,P1 Parent Name,P1 #Events,P1 %Parent,P1 %Total,P1 FSC-A Median,P1 SSC-A Median,P1 PerCP-Cy5-5-A Median,P2 Parent Name,P2 #Events,P2 %Parent,P2 %Total,P2 FSC-A Median,P2 SSC-A Median,P2 PerCP-Cy5-5-A Median,P3 Parent Name,P3 #Events,P3 %Parent,P3 %Total,P3 FSC-A Median,P3 SSC-A Median,P3 PerCP-Cy5-5-A Median
Olivia_171123,Specimen_012,B9,intact,229,5.9,3.8,56392,17356,1539,All Events,588,9.8,9.8,60337,19159,36969,All Events,0,0,0,,,,All Events,19,0.3,0.3,97371,26485,9783,All Events,37,0.6,0.6,262143,58089,167988,All Events,11,0.2,0.2,179514,45056,9806
Olivia_171123,Specimen_012,B10,intact,308,8.6,5.6,57601,17920,920,All Events,604,11,11,65402,18970,31864,All Events,0,0,0,,,,All Events,48,0.9,0.9,142190,31981,6522,All Events,25,0.5,0.5,262143,88403,153347,All Events,23,0.4,0.4,220726,46280,9640
Olivia_171123,Specimen_012,B11,intact,648,13.9,9.3,74015,20340,1441,All Events,1312,18.8,18.8,91923,26294,29795,All Events,1,0,0,91854,161151,32,All Events,35,0.5,0.5,211893,33395,4667,All Events,122,1.8,1.8,214781,47502,64758,All Events,41,0.6,0.6,56198,14015,9698
Olivia_171123,Specimen_012,B12,intact,424,11.2,7.2,67809,19506,18379,All Events,1307,22.2,22.2,91796,26638,33732,All Events,0,0,0,,,,All Events,37,0.6,0.6,66178,17633,6214,All Events,68,1.2,1.2,262143,54981,87878,All Events,35,0.6,0.6,73213,12295,10021
Olivia_171123,Specimen_013,A1,intact,31,3.3,1.1,59811,18977,19923,All Events,117,4.1,4.1,102706,24008,34736,All Events,0,0,0,,,,All Events,6,0.2,0.2,63658,14290,11265,All Events,12,0.4,0.4,257390,50931,89619,All Events,4,0.1,0.1,262143,78277,9670
Olivia_171123,Specimen_013,A2,intact,50,6.4,3.4,57926,16568,15101,All Events,152,10.3,10.3,47242,17726,28038,All Events,1,0.1,0.1,108841,158660,120,All Events,15,1,1,43415,13696,9826,All Events,4,0.3,0.3,262143,198234,56871,All Events,18,1.2,1.2,24359,13078,10009
Olivia_171123,Specimen_013,A3,intact,152,10.3,4.5,79321,16295,983,All Events,267,7.9,7.9,69389,20240,27269,All Events,0,0,0,,,,All Events,27,0.8,0.8,262143,79688,8694,All Events,13,0.4,0.4,262143,86548,154437,All Events,26,0.8,0.8,198448,31314,9001
Olivia_171123,Specimen_013,A4,intact,185,8.9,4.9,88297,21596,5435,All Events,560,14.9,14.9,104041,28005,20295,All Events,1,0,0,107685,170609,83,All Events,18,0.5,0.5,225584,43682,3049,All Events,20,0.5,0.5,262143,112442,104411,All Events,111,3,3,52241,17424,9540
Olivia_171123,Specimen_013,A5,intact,1152,32.3,17.8,21061,14382,209,All Events,327,5,5,122990,32157,31553,All Events,0,0,0,,,,All Events,4,0.1,0.1,262143,163610,2055,All Events,13,0.2,0.2,262143,117077,109392,All Events,19,0.3,0.3,34981,14127,8714
Olivia_171123,Specimen_013,A6,intact,99,8,4,91840,16988,2070,All Events,364,14.9,14.9,84503,21990,20136,All Events,0,0,0,,,,All Events,29,1.2,1.2,47821,13065,3008,All Events,7,0.3,0.3,262143,182579,78261,All Events,65,2.7,2.7,50887,18109,8509
Olivia_171123,Specimen_013,A7,intact,82,3.9,2.2,81259,19183,14889,All Events,171,4.7,4.7,160596,28886,25361,All Events,0,0,0,,,,All Events,34,0.9,0.9,74416,15244,12425,All Events,7,0.2,0.2,262143,160020,195018,All Events,22,0.6,0.6,82315,17582,10467
Olivia_171123,Specimen_013,A8,intact,193,9.1,5.7,59163,15866,1019,All Events,291,8.6,8.6,75177,21160,35375,All Events,0,0,0,,,,All Events,21,0.6,0.6,249756,44370,7847,All Events,6,0.2,0.2,262143,167103,143667,All Events,11,0.3,0.3,249756,55568,7940
Olivia_171123,Specimen_013,A9,intact,102,6.1,3.4,97515,21724,482,All Events,241,8.1,8.1,82964,23366,44169,All Events,0,0,0,,,,All Events,13,0.4,0.4,262143,51278,14799,All Events,2,0.1,0.1,262143,193064,203584,All Events,6,0.2,0.2,259653,72456,8184
Olivia_171123,Specimen_013,A10,intact,97,4.5,2.9,84394,17784,14145,All Events,299,8.9,8.9,92404,23302,34545,All Events,1,0,0,97067,174331,69,All Events,15,0.4,0.4,26508,9402,13155,All Events,10,0.3,0.3,262143,49778,144135,All Events,5,0.1,0.1,166864,7020,11128
Olivia_171123,Specimen_013,A11,intact,314,13.5,9,72281,20336,10381,All Events,595,17.1,17.1,91320,26267,23139,All Events,0,0,0,,,,All Events,49,1.4,1.4,35635,15559,9434,All Events,20,0.6,0.6,262143,91971,99963,All Events,78,2.2,2.2,34533,13834,9908
Olivia_171123,Specimen_013,A12,intact,667,21,13.9,53343,16859,960,All Events,910,19,19,92001,25868,30461,All Events,1,0,0,92928,153202,612,All Events,78,1.6,1.6,63247,18715,4112,All Events,53,1.1,1.1,262143,63016,90139,All Events,81,1.7,1.7,49986,18381,9435
Olivia_171123,Specimen_012,B1,intact,613,17.2,10.6,60765,17076,1654,All Events,1506,26.1,26.1,84293,24411,40044,All Events,0,0,0,,,,All Events,94,1.6,1.6,55810,19491,3862,All Events,32,0.6,0.6,262143,142872,172432,All Events,48,0.8,0.8,54058,16785,8641
Olivia_171123,Specimen_012,B2,intact,4,0.4,0.2,173345,32108,378,All Events,14,0.9,0.9,174763,36310,67461,All Events,0,0,0,,,,All Events,0,0,0,,,,All Events,0,0,0,,,,All Events,0,0,0,,,
Olivia_171123,Specimen_013,A1,intact,336,19.1,11.1,63098,16984,656,All Events,776,25.6,25.6,116522,26260,27940,All Events,0,0,0,,,,All Events,88,2.9,2.9,78124,32682,1926,All Events,58,1.9,1.9,262143,69639,72877,All Events,92,3,3,57903,15960,9117
Olivia_171123,Specimen_013,A2,intact,79,9.2,4.1,100112,20505,160,All Events,62,3.2,3.2,262143,95877,84746,All Events,0,0,0,,,,All Events,37,1.9,1.9,262143,95290,2042,All Events,19,1,1,262143,154389,2763,All Events,3,0.2,0.2,106997,40201,8488
